,Title,Authors,Published,Link
51,The association of dietary approaches to stop hypertension (DASH) with the odds of diabetic nephropathy and metabolic markers in women: a case–control study,"Atieh Mirzababaei, Faezeh Abaj, Sara Hajishizari, Niki Bahrampour, Sahar Noori, Ahmad Mujtaba Barekzai, Dorsa Hosseininasab, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Khadijeh Mirzaei",2023-02-12,https://pureportal.coventry.ac.uk/en/publications/the-association-of-dietary-approaches-to-stop-hypertension-dash-w
52,The effect of 8 weeks of child designed vs teacher designed games on physical fitness and creativity in children 8–10 years,"Maryam Mohammadi-Nia, Rasoul Yaali, Sadegh Amani-Shalamzari, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>",2023-02-01,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-8-weeks-of-child-designed-vs-teacher-designed-games
53,The effect of acorn muffin consumption on glycemic indices and lipid profile in type 2 diabetic patients: A randomized double‐blind placebo‐controlled clinical trial,"Najmeh Sasani, Asma Kazemi, Siavash Babajafari, Ehsan Amiri‐Ardekani, Mojtaba Rezaiyan, Reza Barati‐Boldaji, Seyed Mohammad Mazloomi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Elham Ashrafi‐Dehkordi",2023-02-01,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-acorn-muffin-consumption-on-glycemic-indices-and-li
54,"The effect of a low renal acid load diet on blood pressure, lipid profile, and blood glucose indices in patients with type 2 diabetes: a randomized clinical trial","Maryam Armin, Zahra Heidari, Gholamreza Askari, Bijan Iraj, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Mohammad Hossein Rouhani",2023-12-01,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-a-low-renal-acid-load-diet-on-blood-pressure-lipid-
55,The effect of a low versus high sodium diet on blood pressure in diabetic patients: A systematic review and meta‐analysis of clinical trials,"Mahsa Gholizadeh‐Moghaddam, Farnaz Shahdadian, Fatemeh Shirani, Amir Hadi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Mohammad Hossein Rouhani",2023-04-01,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-a-low-versus-high-sodium-diet-on-blood-pressure-in-
56,The effect of Mediterranean diet on inflammatory biomarkers and components of metabolic syndrome in adolescent girls,"F. Asoudeh, M. Fallah, K. Djafarian, N. Shirzad, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>C. C.T. Clark</span></a>, A. Esmaillzadeh",2023-02-16,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-mediterranean-diet-on-inflammatory-biomarkers-and-c
57,The effects of adjunctive treatment with l -carnitine on monitoring laboratory variables in ICU patients: a double-blinded randomized controlled clinical trial,"Farveh Yahyapoor, Mahdi Keshani, Alireza Sedaghat, Awat Feizi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Mohammad Bagherniya, Mohammad Safarian, Mohaddeseh Badpeyma, Abdolreza Norouzy",2023-01-03,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-adjunctive-treatment-with-l-carnitine-on-monitorin
58,"The effects of a soccer season on anthropometric characteristics, physical fitness, and soccer skills in North African elite female youth soccer players","M. A. Hammami, K. Ben Ayed, A. Ali, S. Zouita, H. Marzougui, J. Moran, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>C. C.T. Clark</span></a>, R. Mekni, H. Zouhal",2023-06-07,https://pureportal.coventry.ac.uk/en/publications/les-effets-dune-saison-de-football-sur-les-caract%C3%A9ristiques-anthr
59,The effects of folic acid supplementation on depression in adults: a systematic review and meta-analysis of randomized controlled trials,"Parniyan Khalili, Omid Asbaghi, Ladan Aghakhani, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Neda Haghighat",2023-02-28,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-folic-acid-supplementation-on-depression-in-adults
60,The effects of folic acid supplementation on endothelial function in adults: a systematic review and dose-response meta-analysis of randomized controlled trials,"Mohammad Zamani, Fatemeh Rezaiian, Saeede Saadati, Kaveh Naseri, Damoon Ashtary-Larky, Mohsen Yousefi, Elnaz Golalipour, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C.T. Clark</span></a>, Samira Rastgoo, Omid Asbaghi",2023-02-24,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-folic-acid-supplementation-on-endothelial-function
61,"The effects of guar gum supplementation on lipid profile in adults: a GRADE-assessed systematic review, meta-regression and dose-response meta-analysis of randomised placebo-controlled trials","Leila Setayesh, Sanaz Pourreza, Mohammad Zeinali Khosroshahi, Omid Asbaghi, Reza Bagheri, Mahnaz Rezaei Kelishadi, Alexei Wong, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Damoon Ashtary-Larky, Katsuhiko Suzuki, Matin Ghanavati",2023-05-28,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-guar-gum-supplementation-on-lipid-profile-in-adult
62,The Good Behaviour Game: Maintaining students’ physical distancing in physical education classes during the COVID-19 pandemic,"Olfa Tounsi, Abdessalem Koubaa, Omar Trabelsi, Liwa Masmoudi, Bessem Mkaouer, Khaled Trabelsi, Haitham Jahrami, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain CT Clark</span></a>, Mourad Bahloul",2023-03-01,https://pureportal.coventry.ac.uk/en/publications/the-good-behaviour-game-maintaining-students-physical-distancing-
63,The impact of sport-discipline and sex on physical fitness and bone markers in athletes,"Ammar Nebigh, Moktar Chtara, Imed Touhami, Karuppasamy Govindasamy, Chandrababu Suresh, Rawad El Hage, Ayoub Saeidi, Daniel Boullosa, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Urs Granacher, Hassane Zouhal",2023-02-17,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-sport-discipline-and-sex-on-physical-fitness-and-bo
64,The interaction between MC4R gene variant (rs17782313) and dominant dietary patterns on depression in obese and overweight women: a cross sectional study,"Mahya Mehri Hajmir, Atieh Mirzababaei, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Rasool Ghaffarian-Ensaf, Khadijeh Mirzaei",2023-12-01,https://pureportal.coventry.ac.uk/en/publications/the-interaction-between-mc4r-gene-variant-rs17782313-and-dominant
65,The long-term effects of Kerala Diabetes Prevention Program on diabetes incidence and cardiometabolic risk: a study protocol,"Tilahun Haregu, T. R. Lekha, Smitha Jasper, Nitin Kapoor, Thirunavukkarasu Sathish, Jeemon Panniyammakal, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/robyn-tapp"" rel=""Person""><span>Robyn Tapp</span></a>, Kavumpurathu Raman Thankappan, Ajay Mahal, Pilvikki Absetz, Edwin B. Fisher, Brian Oldenburg",2023-03-22,https://pureportal.coventry.ac.uk/en/publications/the-long-term-effects-of-kerala-diabetes-prevention-program-on-di
66,The moderating role of Co-rumination on the Association between Friend Support and Adolescent emotional Distress,"Steffie van der Mey-Baijens, Marieke Buil, Patricia Vuijk, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/kim-bul"" rel=""Person""><span>Kim Bul</span></a>, Marit Sijbrandij, Athanasios Maras, Pol van Lier",2023-01-31,https://pureportal.coventry.ac.uk/en/publications/the-moderating-role-of-co-rumination-on-the-association-between-f
67,The problem-solving method: Efficacy for learning and motivation in the field of physical education,"Ghaith Ezeddine, Nafaa Souissi, Liwa Masmoudi, Khaled Trabelsi, Luca Puce, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Nicola Luigi Bragazzi, Maher Mrayah",2023-01-25,https://pureportal.coventry.ac.uk/en/publications/the-problem-solving-method-efficacy-for-learning-and-motivation-i
68,The relationship between dietary nutrients patterns and intensity and duration of migraine headaches,"Niki Bahrampour, Atieh Mirzababaei, Habib Yarizadeh, Ahmad Mujtaba Barekzai, Faezeh Khorsha, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Khadijeh Mirzaei",2023-03-28,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-dietary-nutrients-patterns-and-intensity
69,The relationship between diet quality indices and odds of breast cancer in women: a case–control study,"Mohammad Hassan Sohouli, Genevieve Buckland, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Heitor O. Santos, Felipe L. Athayde, Vahid Sanati, Leila Janani, Akram Sadat Sajadian, Mitra Zarrati",2023-03-07,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-diet-quality-indices-and-odds-of-breast-
70,The role of anxiety and depression in suicidal thoughts for autistic and non‐autistic people: A theory‐driven network analysis,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/mirabel-pelton"" rel=""Person""><span>Mirabel Pelton</span></a>, Hayley Crawford, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/kim-bul"" rel=""Person""><span>Kim Bul</span></a>, Ashley Robertson, Jon Adams, Derek de Beurs, Jacqui Rodgers, Simon Baron-Cohen, Sarah Cassidy",2023-06-12,https://pureportal.coventry.ac.uk/en/publications/the-role-of-anxiety-and-depression-in-suicidal-thoughts-for-autis
71,Variation and outcomes of liver-reducing dietary regimens before bariatric surgery: a national retrospective cohort study,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/sally-abbott"" rel=""Person""><span>Sally Abbott</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/charlotte-price"" rel=""Person""><span>Charlotte Price</span></a>, Dimitrios J. Pournaras, Karen Coulman",2023-02-01,https://pureportal.coventry.ac.uk/en/publications/variation-and-outcomes-of-liver-reducing-dietary-regimens-before-
72,Views and Experiences of Healthcare Practitioners Supporting People with Copd Who Have Used Activity Monitors: “More than Just Steps”,"<a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/laura-wilde"" rel=""Person""><span>Laura Wilde</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/carol-percy"" rel=""Person""><span>Carol Percy</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain Clark</span></a>, Gillian Ward, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/petra-wark"" rel=""Person""><span>Petra Wark</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/louise-sewall"" rel=""Person""><span>Louise Sewell</span></a>",2023-06-12,https://pureportal.coventry.ac.uk/en/publications/views-and-experiences-of-healthcare-practitioners-supporting-peop
73,Accessing specialist support to stop smoking in pregnancy: A qualitative study exploring engagement with UK-based stop smoking services,"Sarah Ellen Griffiths, Felix Naughton, Katherine E. Brown",Sept 2022,https://pureportal.coventry.ac.uk/en/publications/accessing-specialist-support-to-stop-smoking-in-pregnancy-a-quali
74,Acute paediatric inpatient care of children and young people admitted with self-harm or eating disorders:  A single centre evaluation,"Joseph C Manning, Tim Carter, Iszara Blake, Verity Bingham, Joanne Cooper, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/andy-turner"" rel=""Person""><span>Andy Turner</span></a>, Takawira C Marufu, Damian Wood, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jane-coad"" rel=""Person""><span>Jane Coad</span></a>",2022-06-15,https://pureportal.coventry.ac.uk/en/publications/acute-paediatric-inpatient-care-of-children-and-young-people-admi
75,A daytime 40-min nap opportunity after a simulated late evening soccer match reduces the perception of fatigue and improves 5-m shuttle run performance,"Hsen Hsouna, Omar Boukhris, David W Hill, Raouf Abdessalem, Khaled Trabelsi, Achraf Ammar, Khadijah Irandoust, Nizar Souissi, Morteza Taheri, Omar Hammouda, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C T Clark</span></a>, Tarak Driss, Hamdi Chtourou",2022-01-01,https://pureportal.coventry.ac.uk/en/publications/a-daytime-40-min-nap-opportunity-after-a-simulated-late-evening-s
76,Adolescent transport and unintentional injuries: a systematic analysis using the Global Burden of Disease Study 2019,GBD 2019 Adolescent Transport and Unintentional Injuries Collaborators,2022-12-01,https://pureportal.coventry.ac.uk/en/publications/adolescent-transport-and-unintentional-injuries-a-systematic-anal
77,"Age–sex differences in the global burden of lower respiratory infections and risk factors, 1990–2019: results from the Global Burden of Disease Study 2019",GBD 2019 LRI Collaborators,2022-11-01,https://pureportal.coventry.ac.uk/en/publications/agesex-differences-in-the-global-burden-of-lower-respiratory-infe
78,A Green Stackelberg-game Incentive Mechanism for Multi-service Exchange in Mobile Crowdsensing,"Jianfeng Lu, Zhao Zhang, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/jiangtao-wang"" rel=""Person""><span>Jiangtao Wang</span></a>, Ruixuan Li, Shaohua Wan",2022-05-31,https://pureportal.coventry.ac.uk/en/publications/a-green-stackelberg-game-incentive-mechanism-for-multi-service-ex
79,AI-Driven Lightweight Real-Time SDR Sensing System for Anomalous Respiration Identification using Ensemble Learning,"Umer Saeed, Qammer H. Abbasi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/syed-aziz-shah"" rel=""Person""><span>Syed Aziz Shah</span></a>",2022-12-01,https://pureportal.coventry.ac.uk/en/publications/ai-driven-lightweight-real-time-sdr-sensing-system-for-anomalous-
80,A preliminary observation on rod cell photobiomodulation in treating diabetic macular edema,"Zhiqing Chen, Binbin Chen, Peike Hu, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/haipeng-liu"" rel=""Person""><span>Haipeng Liu</span></a>, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/dingchang-zheng-2"" rel=""Person""><span>Dingchang Zheng</span></a>",2022-04-26,https://pureportal.coventry.ac.uk/en/publications/a-preliminary-observation-on-rod-cell-photobiomodulation-in-treat
81,A Qualitative Content Analysis of Online Public Mental Health Resources for COVID-19,"Faith Martin, Thomas Oliver",2022-02-24,https://pureportal.coventry.ac.uk/en/publications/a-qualitative-content-analysis-of-online-public-mental-health-res
82,A randomized triple-blind controlled clinical trial evaluation of sitagliptin in the treatment of patients with non-alcoholic fatty liver diseases without diabetes,"Azam Doustmohammadian, Ahmad Nezhadisalami, Fahimeh Safarnezhad Tameshke, Nima Motamed, Mansooreh Maadi, Mohammad Farahmand, Masoudreza Sohrabi, <a class=""link person"" href=""https://pureportal.coventry.ac.uk/en/persons/cain-clark"" rel=""Person""><span>Cain C. T. Clark</span></a>, Hossein Ajdarkosh, Amir Hossein Faraji, Mehdi Nikkhah, Elham Sobhrakhshankhah, Ramin Ebrahimi, Farhad Zamani",2022-07-28,https://pureportal.coventry.ac.uk/en/publications/a-randomized-triple-blind-controlled-clinical-trial-evaluation-of
